City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
69,Strezhevoy,RU,2020-11-08 18:09:21,60.73,77.59,32.0,97,90,6.71
70,Hilo,US,2020-11-08 18:09:21,19.73,-155.09,75.0,83,40,5.82
71,Labuhan,ID,2020-11-08 18:09:21,-6.88,112.21,79.99,77,100,6.4
72,Kavaratti,IN,2020-11-08 18:09:22,10.57,72.64,83.59,75,0,5.55
73,Chitrakonda,IN,2020-11-08 18:09:22,18.12,82.08,61.32,72,0,1.92
74,Lagoa,PT,2020-11-08 18:09:22,39.05,-27.98,60.03,64,91,11.68
75,Vestmannaeyjar,IS,2020-11-08 18:09:22,63.44,-20.27,42.8,75,75,18.34
76,Pacific Grove,US,2020-11-08 18:05:03,36.62,-121.92,55.99,50,75,24.16
77,Lorengau,PG,2020-11-08 18:09:23,-2.02,147.27,79.39,77,94,3.47
78,East London,ZA,2020-11-08 18:09:23,-33.02,27.91,69.8,73,40,6.93
79,San Pedro,PH,2020-11-08 18:09:23,14.35,121.02,81.0,88,20,4.7
80,Souillac,MU,2020-11-08 18:09:23,-20.52,57.52,73.4,94,75,6.93
81,Hobart,AU,2020-11-08 18:05:56,-42.88,147.33,46.0,93,6,5.82
82,Chuy,UY,2020-11-08 18:09:24,-33.7,-53.46,69.19,62,18,12.06
83,Butaritari,KI,2020-11-08 18:09:24,3.07,172.79,81.0,67,25,7.43
84,Mao,ES,2020-11-08 18:09:24,39.89,4.27,62.6,88,0,3.36
85,Kahului,US,2020-11-08 18:09:25,20.89,-156.47,78.8,65,1,16.11
86,Vaini,TO,2020-11-08 18:09:25,-21.2,-175.2,71.6,88,20,15.3
87,Yar-Sale,RU,2020-11-08 18:09:25,66.83,70.83,22.96,98,76,5.48
88,Janow Lubelski,PL,2020-11-08 18:09:25,50.71,22.41,44.01,100,0,2.24
89,Sangar,RU,2020-11-08 18:09:25,63.92,127.47,-18.51,88,62,2.3
90,Shimoda,JP,2020-11-08 18:09:25,34.67,138.95,51.01,87,0,15.82
91,Maniitsoq,GL,2020-11-08 18:09:26,65.42,-52.9,16.81,80,0,16.53
92,Bluff,NZ,2020-11-08 18:09:26,-46.6,168.33,48.99,92,83,1.01
93,Ponta Delgada,PT,2020-11-08 18:04:27,37.73,-25.67,62.6,72,20,11.41
94,Biak,ID,2020-11-08 18:09:27,-0.91,122.88,76.26,72,23,6.87
95,Mar Del Plata,AR,2020-11-08 18:09:27,-38.0,-57.56,68.0,82,40,8.05
96,Zhangye,CN,2020-11-08 18:09:27,38.93,100.45,43.5,44,0,7.27
97,Azad Shahr,IR,2020-11-08 18:09:27,34.79,48.57,47.93,63,36,3.27
98,Flinders,AU,2020-11-08 18:09:28,-34.58,150.86,57.99,83,78,1.01
99,Tuktoyaktuk,CA,2020-11-08 18:09:28,69.45,-133.04,14.0,92,40,4.7
100,Dauriya,RU,2020-11-08 18:09:28,49.93,116.87,11.53,95,66,3.13
101,Saskylakh,RU,2020-11-08 18:09:28,71.92,114.08,-10.61,87,0,11.16
102,Mehamn,NO,2020-11-08 18:09:29,71.04,27.85,35.6,80,75,12.75
103,Mataura,NZ,2020-11-08 18:07:14,-46.19,168.86,48.99,92,75,1.01
104,Bengkulu,ID,2020-11-08 18:09:29,-3.8,102.27,75.79,93,100,8.01
105,Placido De Castro,BR,2020-11-08 18:09:29,-10.34,-67.19,97.05,32,72,1.63
106,Bathsheba,BB,2020-11-08 18:09:29,13.22,-59.52,87.8,70,40,17.22
107,Almaznyy,RU,2020-11-08 18:09:30,48.04,40.05,48.2,93,0,11.18
108,Kyzyl-Suu,KG,2020-11-08 18:09:30,42.34,78.01,45.95,47,68,6.98
109,Kapaa,US,2020-11-08 18:09:30,22.08,-159.32,78.8,78,75,14.99
110,San Patricio,US,2020-11-08 18:07:15,28.02,-97.52,82.4,58,75,6.93
111,Namibe,AO,2020-11-08 18:09:30,-15.2,12.15,70.48,71,34,7.07
112,Esperance,AU,2020-11-08 18:09:31,-33.87,121.9,64.4,77,13,14.99
113,Portree,GB,2020-11-08 18:09:31,57.41,-6.19,54.0,87,100,11.99
114,Kuusamo,FI,2020-11-08 18:09:31,65.97,29.18,26.6,79,0,8.05
115,Ngunguru,NZ,2020-11-08 18:09:31,-35.62,174.5,52.0,96,23,3.0
116,Portland,US,2020-11-08 18:07:36,45.52,-122.68,43.0,69,20,5.82
117,Omsukchan,RU,2020-11-08 18:09:32,62.53,155.8,-6.2,87,100,4.56
118,Mount Gambier,AU,2020-11-08 18:09:32,-37.83,140.77,48.2,100,61,4.7
119,Narsaq,GL,2020-11-08 18:09:32,60.92,-46.05,33.8,80,90,4.7
120,Buraydah,SA,2020-11-08 18:09:33,26.33,43.98,78.8,50,40,2.24
121,Ilulissat,GL,2020-11-08 18:09:33,69.22,-51.1,12.2,56,75,17.22
122,Pimentel,PE,2020-11-08 18:09:33,-6.84,-79.93,73.4,56,0,13.87
123,Revelstoke,CA,2020-11-08 18:09:33,50.98,-118.2,35.6,34,1,21.92
124,Merauke,ID,2020-11-08 18:09:34,-8.47,140.33,79.38,86,87,10.38
125,Burnie,AU,2020-11-08 18:09:34,-41.07,145.92,48.0,83,21,5.01
126,Kloulklubed,PW,2020-11-08 18:09:34,7.04,134.26,80.6,78,90,12.75
127,Balrampur,IN,2020-11-08 18:09:34,27.43,82.18,68.32,50,0,3.49
128,Port Hardy,CA,2020-11-08 18:07:14,50.7,-127.42,42.8,69,20,4.7
129,Sitka,US,2020-11-08 18:09:35,57.05,-135.33,41.0,75,90,10.29
130,Aldan,RU,2020-11-08 18:09:35,58.6,125.39,-5.62,91,100,3.18
131,Inyonga,TZ,2020-11-08 18:09:35,-6.72,32.07,79.47,38,78,1.19
132,Waitara,NZ,2020-11-08 18:09:35,-38.92,174.25,45.0,88,99,20.0
133,Kruisfontein,ZA,2020-11-08 18:09:36,-34.0,24.73,59.0,91,31,3.0
134,Busca,IT,2020-11-08 18:09:36,44.52,7.47,51.01,87,18,2.24
135,Marawi,PH,2020-11-08 18:09:36,8.0,124.29,75.99,91,100,1.99
136,Itarema,BR,2020-11-08 18:09:36,-2.92,-39.92,86.88,59,4,20.76
137,Tatarskaya Kargala,RU,2020-11-08 18:09:36,51.95,55.17,42.8,75,75,22.37
138,Punta Arenas,CL,2020-11-08 18:09:37,-53.15,-70.92,57.2,54,40,26.4
139,Seymchan,RU,2020-11-08 18:09:37,62.88,152.43,-2.31,90,100,3.47
140,Airai,TL,2020-11-08 18:09:38,-8.93,125.41,61.07,85,94,2.08
141,Canutama,BR,2020-11-08 18:09:38,-6.53,-64.38,92.66,46,100,3.0
142,Kaitangata,NZ,2020-11-08 18:09:39,-46.28,169.85,48.0,85,28,1.99
143,Georgetown,MY,2020-11-08 18:09:39,5.41,100.34,77.0,94,40,3.36
144,Cagliari,IT,2020-11-08 18:09:39,39.24,9.09,66.2,93,20,5.82
145,Springville,US,2020-11-08 18:09:39,40.17,-111.61,39.99,69,90,16.11
146,Sibolga,ID,2020-11-08 18:07:09,1.74,98.78,77.58,84,100,2.13
147,Saldanha,ZA,2020-11-08 18:09:40,-33.01,17.94,60.8,72,19,8.05
148,Pangnirtung,CA,2020-11-08 18:09:40,66.15,-65.71,12.2,72,90,3.36
149,Lebu,CL,2020-11-08 18:09:40,-37.62,-73.65,57.63,67,3,17.38
150,Lawton,US,2020-11-08 18:06:26,34.61,-98.39,73.99,60,20,18.34
151,Grootfontein,NA,2020-11-08 18:09:41,-19.57,18.12,83.77,28,65,19.77
152,Jamestown,US,2020-11-08 18:04:53,42.1,-79.24,72.0,39,1,4.7
153,Rio Grande,BR,2020-11-08 18:08:54,-32.03,-52.1,77.0,65,40,14.99
154,Bethel,US,2020-11-08 18:09:41,41.37,-73.41,73.99,39,0,1.01
155,Castro,BR,2020-11-08 18:09:42,-24.79,-50.01,85.21,30,8,4.83
156,Olafsvik,IS,2020-11-08 18:09:42,64.89,-23.71,42.48,78,69,20.54
157,Mahon,ES,2020-11-08 18:09:24,39.89,4.27,62.6,88,0,3.36
158,Tshikapa,CD,2020-11-08 18:09:43,-6.42,20.8,74.88,87,87,1.01
159,West Bay,KY,2020-11-08 18:09:43,19.37,-81.42,87.01,74,20,12.75
160,Kysyl-Syr,RU,2020-11-08 18:09:43,63.9,122.76,-9.54,90,12,3.96
161,Pisco,PE,2020-11-08 18:09:43,-13.7,-76.22,71.6,60,0,23.04
162,Mackay,AU,2020-11-08 18:09:44,-21.15,149.2,75.2,69,90,16.11
163,Bandarbeyla,SO,2020-11-08 18:09:44,9.49,50.81,77.81,82,12,14.16
164,Mochicahui,MX,2020-11-08 18:09:44,25.93,-108.93,84.99,65,75,14.99
165,Tezu,IN,2020-11-08 18:09:45,27.92,96.17,67.01,44,0,4.05
166,San Policarpo,PH,2020-11-08 18:09:45,12.18,125.51,77.67,87,94,6.2
167,Beringovskiy,RU,2020-11-08 18:09:45,63.05,179.32,19.78,92,11,11.52
168,Axim,GH,2020-11-08 18:09:45,4.87,-2.24,79.29,84,100,9.95
169,Mount Isa,AU,2020-11-08 18:09:46,-20.73,139.5,68.0,22,41,3.36
170,La Grande,US,2020-11-08 18:09:46,45.32,-118.09,28.4,86,90,14.99
171,Yerbogachen,RU,2020-11-08 18:09:46,61.28,108.01,21.81,97,100,8.19
172,Norman Wells,CA,2020-11-08 18:09:47,65.28,-126.83,15.8,92,75,8.05
173,Iranshahr,IR,2020-11-08 18:09:47,27.2,60.68,75.2,27,0,2.95
174,Tucuman,AR,2020-11-08 18:07:04,-26.82,-65.22,80.6,36,64,13.87
175,Saint George,US,2020-11-08 18:05:07,37.1,-113.58,46.0,56,90,10.29
176,Manokwari,ID,2020-11-08 18:09:48,-0.87,134.08,80.29,76,99,6.31
177,Pareora,NZ,2020-11-08 18:09:48,-44.49,171.21,44.01,91,0,4.25
178,Turukhansk,RU,2020-11-08 18:09:49,65.82,87.98,32.58,98,100,11.86
179,Jieshi,CN,2020-11-08 18:09:49,22.81,115.83,70.14,63,44,16.44
180,Pevek,RU,2020-11-08 18:09:49,69.7,170.31,14.83,95,92,1.7
181,Bilibino,RU,2020-11-08 18:09:49,68.05,166.44,-3.19,89,100,1.48
182,Camacha,PT,2020-11-08 18:09:50,33.08,-16.33,68.0,64,20,12.75
183,Apac,UG,2020-11-08 18:09:50,1.98,32.54,67.46,92,67,4.45
184,Voh,NC,2020-11-08 18:09:50,-20.97,164.7,68.25,83,3,7.43
185,Kuala Lipis,MY,2020-11-08 18:09:51,4.18,102.05,74.08,96,100,1.97
186,Batagay-Alyta,RU,2020-11-08 18:09:51,67.8,130.41,-14.69,79,1,1.03
187,Sampit,ID,2020-11-08 18:09:51,-2.53,112.95,74.19,97,51,1.61
188,Havre-Saint-Pierre,CA,2020-11-08 18:09:51,50.23,-63.6,30.2,54,1,8.05
189,Nacala,MZ,2020-11-08 18:09:52,-14.54,40.67,79.38,80,33,9.06
190,La Seyne-Sur-Mer,FR,2020-11-08 18:09:52,43.1,5.88,62.01,87,14,8.99
191,Chitradurga,IN,2020-11-08 18:04:59,14.23,76.4,70.32,87,9,7.27
192,Sao Gabriel Da Cachoeira,BR,2020-11-08 18:09:52,-0.13,-67.09,89.6,66,40,5.82
193,Thompson,CA,2020-11-08 18:08:26,55.74,-97.86,12.2,85,75,10.29
194,Kamenka,RU,2020-11-08 18:09:53,51.32,42.77,46.99,92,100,17.02
195,Egvekinot,RU,2020-11-08 18:09:54,66.32,-179.17,13.53,94,68,7.99
196,Monrovia,LR,2020-11-08 18:09:54,6.3,-10.8,86.0,74,40,9.17
197,Ketchikan,US,2020-11-08 18:05:32,55.34,-131.65,35.6,71,75,4.7
198,Skibotn,NO,2020-11-08 18:09:54,69.39,20.27,37.4,74,75,13.87
199,Havelock,US,2020-11-08 18:07:20,34.88,-76.9,80.01,69,40,11.41
